Name,Qty,Price
SIAGLIDE-TRIO TAB,2,20
VISSCO ALL ,4,373
DEWHANCE LOTION ,1,351
ENCORATE 200 MG TAB,3,433
ZIPLOG 50MG ,2,188
DEFLOCARE 6 TAB ,3,243
FOLLEYS CATATHER NO 14,2,423
FOLLEYS CATHATER 16 NO,3,201
ALAMIN SN IV,3,53
ENPAT O.7% EYE DROP,1,48
PEXOPRAM 0.125 MG TAB,2,207
DUPHALAC FIBER SYP 200ML,1,335
FREY MET G1 TAB,3,187
ICE CREAM 330,2,155
K-GLIM-M FORTE 1 MG TAB,3,419
VIGARTOP ULTRA POWER GOLD CAP,17,204
DNS 500ML*BAXTER,16,442
VALPROL-CR-300 TABLET,1,283
VALPROL-CR-500 TABLET,1,170
ALMOND DROPS *BAJAJ* 50ML,4,142
DUDHI HAIR OIL*100ML*VAN,2,498
DUDHI HAIR OIL*200NL*VANI,2,238
DUDHI HAIR OIL*400ML*VANI,1,184
KEO-KARPIN HAIR OIL 100ML,1,174
IGNALIS MP 500 MG TAB,3,382
NAVRATNA OIL 50ML (HIMA),4,441
NAVRATNA OIL 100ML (HIMA),1,163
NAVRATNA OIL 200ML (HIM),3,71
ROGAN DIMA ROSH OIL 100ML,1,321
ROGAN DIMA ROSH OIL 200ML,2,69
CALASIAN- GOLD SOFTGEL CAPSULES,49,168
GLUCRETA LM 500 MG TAB,4,450
GUT OK HP CAP,1,408
GUT OK NF CAP,1,291
MEGA-3 CAPSULE,3,474
NODYS CAPSULES,1,401
AZITHRAL LIQUID 1OO*15ML*,2,293
AQUAHANCE MOISTURE SURGE FACE WASH,1,83
PROFLANS PROTEIN POWDER ,1,484
KOOLPAN-D TAB ,2,461
NEUGABA MN TAB,2,118
MOSITE-D EYE DROP,2,148
SMOODH ALL ,341,198
BABOOL T-PASTE <100GM>,3,471
BABOOL T-PASTE <200GM>,1,200
MESWAK T-PASTE <100GM>,2,338
MESWAK T-PASTE <200GM>,3,222
AGROSAF CALAMINE LOTION ,1,471
DAPATURN-S 100/10 MG TAB,4,166
CAPSOVIT-SF CAP,2,500
CHESTON LS JUNIOR SYP,1,377
TEMSAN BS 5/40 MG TAB,3,22
JOHNSONS BABY LOT(200GM),1,332
JOHNSONS BABY SHMP(200),3,118
JOHNOSNS BAB POW BLOS 100,1,209
CLEAN & CLEAR FACE WASH,25,31
SHIKANJI ,37,113
RIFGUARD 400 MG TAB,4,229
SENSOWELL MOUTH WASH 100ML,3,328
AQUASOFT DAY SPF 50+ CREAM,1,271
CUTIYT G12 LOTION 50ML,1,202
CUTIYT G2 CREAM 30G,1,395
DAPAGLYN SM 100/500 MG TAB,5,275
CICLOHEAL CREAM,1,203
VASELINE BODY LOTION,41,334
PONDS MOISTU BODY LOT,27,243
LAKME PEACH MILK MOIS<60>,3,264
DUTAMAX M 2.5MG TAB ,1,295
MELANO TX OD TAB,1,340
OXELTRA 300 MG TAB,1,44
JUSTOZA-SM 500 MG TAB,2,305
METOSARTAN CH 25/6.25 TAB,7,462
K MAC B6 ACTIVE SYP,1,361
SLEEK HOT-WAX,1,407
MEDIKER SHAMPOO (SACHET),16,364
BISOKEM AM-5 MG TAB,1,392
STOOLDAY SUGAR FREE SYP 200ML,1,258
VALANEXT 500 MG TAB,1,77
GLYBEST-12 LOTION,1,113
FOLISURGE 75IU/0.12ML INJECTION,1,469
COSPIAQ S 25+100 MG TAB,2,294
VILOR-F 100 INHALER,2,461
LIMDA SOAP (NIRMAL),6,443
MYCEPT-250 MG TAB,1,477
BUDABEST 0.5 RESPULE ,300,215
DUAREP RESPULES ,63,270
GLUCOSE-D POW ORANGE JAR,19,208
GLUCON-D 1KG (HEINZ),1,357
RING GUARD,14,374
VIGARTOP POWER PLUS CAP,11,323
ELADONNA 150 TAB ,1,41
ISOPROT KID POWDER ,7,159
ZEROASIAN-SP TAB,16,405
KDFERT-F TAB,2,359
PATINE KT DROPS 5ML,1,452
SENSICLAV ES DRY SYP,1,21
ENO MONEY SAVER 5*6 LEMON,1,381
LOMOJET TAB,67,234
ROSEDAY-EZ 40 MG TAB,1,406
SGLTD 5 MG TAB,3,32
KELOSCAR GEL BRINTON,1,406
DUOSURE GEL,1,156
MACTOTAL DROPS ,1,276
VAULT 20 MG TAB,2,140
KDMYO TAB,2,312
ABEVIA-N TAB,2,159
SOLBEG-5 MG TAB,1,82
ENDOBLOC 5 MG TAB,1,287
CARDIROSE 10 MG TAB,3,330
COSKLOT MF TAB,1,405
PLATIMAX TAB,1,40
K-COR 5 TABLET #20 TAB BOTTLE,1,149
BIOHOMIN TAB,2,151
V&M NU SYP,2,151
OREX-LO MOUTH GEL,1,414
ACNACALM GENTLE CLEANSER 200ML,1,181
CLEXANE 20MG/.2ML INJ,2,102
CLEXANE 40MG/.4ML INJ,1,15
KLM-FX M TAB,1,291
CORIMINIC LS JR SYP,1,455
STORVAS EZ 20 MG TAB,6,301
LUMACIP HQ DEPIGMENTING COMPLEX,1,254
SITDC 100 MG TAB,2,209
SITDC-DM 500 MG TAB,1,316
GLYCO-P INJ,5,273
POLMAKEM 2 MG TAB,2,373
EGGWIN TAB,2,415
EMPAJOY 25 TAB,2,358
NIPPLE SILICONE*FLO*DELUX,39,338
RYBELSUS 14 MG TAB,1,366
BEE-12 ACTIVE TAB ,1,93
SAFION 50 MG TAB,1,381
GLYCONEX MV2 TAB ,1,220
SITA OD 50 MG TAB,4,470
UNS D3 ORAL SOLUTN,3,339
METGLISTAR-P1 TAB,20,132
METGLISTAR-P2 TAB,19,77
CAPNEA STERILE SOLUTION,1,344
TELMASIAN AM TAB ,13,366
KIDODENT BUBBLEGUM MOUTHWASH,1,437
UROMETER (RAJ-VIJAY),1,445
COLIN SPRAY,9,105
ZORBAX 500MG TAB,4,324
ALFALFA TONIC (100ML),1,238
DONAPLAST PLASTER (BEETA),12,296
ONAK SR LOTION ,1,40
IODEX BALM (10GM),13,386
CHERI SYP (200ML),3,190
GARNIER FACE MASK,4,35
EVEREADY AA (BATTERY),244,464
ZEROLAC POW (400GM),1,427
HEMPUSHPA SY  (170ML),1,12
HEMPUSHPA SY. (454ML),1,199
STREPSILS TAB*GINGER LEMO,7,101
STREPSILS TAB*ORANGE,253,179
PALMITOLE CAP,1,205
CREMAFORCE PLUS SYP,1,495
MEDERMA ADVANCED PLUS GEL,4,437
ETOFORD-P TAB,6,136
AXCER 90MG BOTT,1,485
NUHENZ-D TAB,3,305
CLOP CREAM (30GM),1,270
CARTIMOVE TAB,2,322
CUTICARE CREAM  (15GM),2,456
EFONTA 20 TAB,2,53
TELMIRIDE-CH 6.25 TAB,4,184
SITALEMBIC-MD 1000 TAB,1,248
SUDANTI TOOTHPASTE,12,447
DYDRONIX 20 SR TAB.,1,449
MAMOFEN 20 MG TAB,14,237
CARINIA 3 MG CAP,1,266
MYTRET-C GEL,1,138
KEP-LS SYP,1,117
FLUIMUCIL TAB,2,292
FANTA 250ML,69,498
AKLIEF CREAM 30G,1,375
CURLZMOIST HAIR MOISTURIZER,1,171
VENUSIA ACNE CONTROL MOIST LOTN,1,282
SUNMATE MAX AQUA GEL SUNSCREEN SPF100+,1,389
LINARES M 5 MG TAB,3,172
VENUSIA MOISTU LOTN 200ML,1,230
ACETONE LIQUID 100ML#ASHWIN,15,408
ACETONE LIQ. (400ML),2,393
EUCALYPTUS OIL 5ML #ASHWIN,14,167
IODINE TINCTURE (20ML),4,176
IODINE TINCTURE (100ML),4,46
GLYCERIN I.P.*ASHWIN*100G,2,360
BORIC ACID (20GM),22,160
BORIC ACID POWDER 50GM # AJMERA,10,415
BORIC ACID POWDER 400GM # AJMERA,1,493
CLINIC SPIRIT,1,391
GULKAND (PHONDA) 200GM,1,357
ROSE WATER-300 ML#ASHWIN,1,138
ROSE WATER-100 ML#ASHWIN,5,221
WOODWARDS GRIPE WATER<B>,41,34
GLIMESTAR M 0.5 TAB,2,199
GLIMY MV 1 TAB,3,154
HYDROGEN PEROXIDE *ASH*400,1,121
TENEBLU TAB,1,283
PULMONEXT KIT TAB,1,456
GLUCOSPOT 25 STRIPS,2,447
IMATILATE-400 TAB ,1,187
BODY PLUS CAPSULES #MULTIVITAMIN & MINERALS,5,148
KETOBLINK SHAMPOO ,5,404
ACCU SURE WRIST WRAP ,1,70
LIMCA 250ML ,93,355
GLUCOSE POWDER AGRO ,28,344
PEST SEAL (500ML),6,47
KHATNIL SPRAY (500ML),2,47
KHATNIL SPRAY (250ML),1,39
KHATNIL SPRAY (100ML),7,416
ADULSA SYRUP-OMKAR-200ML,3,292
AVIPATTIKAR CHURNA*BAID*,1,391
ONARNI 100 MG TAB,3,236
IGUSEAS TAB,1,222
HEADROSA BALM <25GM>,1,446
HEADROSA BALM <40GM>,1,39
MENOHELP PLUS SYP,1,443
DROWNIL 40 MG TAB,2,493
LULY ZS ANTI-DANDRUFF SHAMPOO,1,290
SALDAN TVC LOTION,1,292
KINLEY 500ML ,678,64
KINLEY 1LTR,150,258
SHILAJIT RESIN BOTTLE AGROSAF,3,150
IMKI SYP 60ML,1,264
CLINASYL-TZ SUPPOSITORIES,1,308
BLESIGUT CAP ,5,271
MEFTAGESIC TAB,3,461
MACSART BETA 25 MG TAB,3,275
ELECTRO SLICE APPLE ,65,113
ELECTRO SLICE ORANGE ,105,302
PILO-O-EASE CAP ,3,70
BRIMODIN B EYE DRP,2,461
CUTIBAR BATHING BAR,1,495
VOLGA R 0.3/1 MG TAB,2,104
PENTASURE HEPATIC VANILLA POWD,1,321
BIOSIA 1000 MG CAP,2,461
VOGLIBITE-GM 2/0.3 TAB,8,121
RETHREE SHAMPOO,3,339
REVOSUN SUN SCREEN SPF 40++,4,47
REVOSUN SUN SCREEN SPF 30++,4,417
REYOUTH ANTI AGEING CREAM,6,72
ZOXAN-D EYE/EAR DROPS 5ML,2,476
VONOTOR 20 MG TAB,1,455
PREGALIN NT 50/10 MG TAB,2,460
GLUCOSPOT GLUCOMETER,2,493
ISTAMET G-IR 50/500/2 TAB,5,153
OVIDENT PASTE ,9,32
ATORVA 10MG TABLET,8,79
VILOWAX EAR DROP ,18,296
ACCU SURE SHOULDER IMMO SUPP.,1,92
ACCU SURE FROG SPLINT ,1,130
SINAREST VAPOCAPS,1,250
NODIMOX PLUS-250 DT TAB,1,65
NORTIPAN-D 50/20 CAP,1,332
PIORIDE 1 MG TAB,2,324
ZYCEL 200MG CAP,5,50
MOISAWAVE MOISTURIZING LOTN,1,438
CEQUA 0.09% OPTHALMIC SOLUTN,5,462
SALICURE 17 OINT 20G,1,487
BIO-AV CURCUMIN TAB,1,265
DAPAONE 10 MG TAB,3,331
COSMOQ SKIN BRIGHTENING SERUM,2,449
AZTOR 10MG TABLET,6,267
OXETOL SYP 60ML,1,402
ITRAFED 200 MG TAB,17,419
OS MD-4 TAB,18,496
DOXYASIAN-100 CAP,9,409
CARDIVAS 3.125MG TAB,32,322
CALCIFIT SYRUP,1,455
DIABAMAX CAP,18,112
K.E.N WHITENING CREAM,2,260
GLUTAFAUR FACE WASH,3,311
EPIDAY TAB,2,24
FIBERLACT GRANULES 180G,1,294
SITABITE DM 100/10/500 MG TAB,2,42
STAYMOIST MOISTU CREAM,1,221
DAPLO 5 MG TAB,3,301
EMPAZIO S 25+100 MG TAB,2,425
ANTHOCYN-TX CREAM,1,63
GLYCIGON-M TAB,6,345
PRILUT N TAB,20,313
ENZASIAN TAB,27,483
OLTAVIR-75 MG CAP,3,353
CLARIBID 250MG TAB,2,270
FLUCOS DT-50MG TAB,1,276
DAFFY BABY NAPPY RASH CREAM,1,213
FERONIA-HP TAB,2,96
REZ-Q SUSPENSION,1,89
ROMY 250 MCG INJ ,1,499
RIBOREA 500 CAP,5,470
CHANGE M SYP,2,499
WINTAR SHAMPOO,9,67
TRYZITA M TAB,3,428
LC2 TAB,2,465
CARLOC 6.25MG TAB,3,304
CARLOC 25MG TAB,3,384
OMEPRAZOLE 20MG CAP*OKASA,20,150
IMPUROSE-10 MG TAB,11,399
UBTAN FACE PACK,3,483
UBTAN FACE SCRUB,2,404
WARF 1MG TAB,2,315
ZINCOVIT-CD TAB,5,362
DIFEE ORTHOCARE OIL,7,179
CHHEDA SALT PEPPER BANNA CHIP,3,399
CHHEDA SALTED MURUKKU ,2,70
ATARAX CREAM 100G,1,418
SITADAY DM TAB,4,413
DEZLIN-5 MG TAB,1,125
CORBIS-5 TAB,10,384
IMEZEMIC-1000 MG TAB,2,262
ONEOVA 5 MG TAB,1,380
SUNCROS MATTE FINISH SOFT LOTN SPF50+,1,354
TRISURE TAB,3,36
ALOSOLE D3-PLUS SOFGEL CAP,7,225
ETOWORK MR TAB ,2,294
SUNCROS NEO SPF 75+ SUNSCREEN GEL,2,177
ISOPROT DM POWDER ,4,403
DICLONEX OIL ROLL ON ,7,417
NOBEL PLUS DS SYP ,3,118
MINOZ GEL 15 G,1,452
SUBNEURO TAB,3,311
RECLIMET TAB,7,458
D-VORK 60K CAP,1,64
DERMA-CO FACE SERUM,4,274
GLUCORYL-M 0.5 MG TAB,1,100
ZOCON-T KIT (1X150+ 2X1000MG) 3 TABLET KIT,1,433
CALCIZOOM CAPSULES ,1,135
DAPAVEL-GM 10/2/1000 MG TAB,2,497
LAREGAB-NT LS TAB,2,105
LASMA-10 MG TAB,2,275
MELALUMIN UNDER EYE SERUM,1,386
THEOCAL-D3 NANOSHOT,16,186
HUMINSULIN N 40 IU/ML,3,65
PRUTRAX-SR 25 TAB,1,461
MAXTRA HS DROP,2,377
RAZO-IT 20/150 MG CAP,1,276
VALPROL CR 200MG TAB,3,498
CYCLOPAM INJ,9,482
NOBEGLAR-UNO 10OIU PEN 3ML INJ,1,271
INSULATARD FLEXPEN INJ,2,256
DYNADUO-25 MG TAB,1,435
LINVAS 4MG TAB,2,184
APNICID DSR CAP,4,183
LATUTIS  PF DROP ,1,402
SHELCAL- NEU TABLET,2,287
GOUTNIL TAB,2,150
RECLIDE XR 90 TAB,2,367
DLCON-MV TAB,1,312
SALISALIC & GLYCO FACE WASH,1,238
DEXIMON-PX EYE OINTMENT,1,238
HRIDAFIT CAP BOTTLE,2,280
HRIDAYFIT SYP,3,182
CORBIS T 2.5MG TAB,8,444
CHHEDA MIX FARSAN ,2,133
CHHEDA BHAKARWADI ,2,16
CHHEDA SOYA SNAX ,1,431
MYCROL-Z CAPSULES ,8,73
CALVORK TAB ,1,32
LOTEVAIL EYE DRP,1,215
GEMER SITA IR 50/500/2 MG TAB,5,493
DXP-30 MG TAB,3,116
ROSUFIT EZ 20 MG TAB,2,304
CHHEDA YELLOW BANNA CHIPS ,4,373
THUMS UP 1LTR ,55,354
MAGCIP 250 TAB ,3,414
GLIMISON-MP 1 MG TAB,1,264
DEFLASAFE 6 TAB,28,253
BEMZIRE TAB,3,144
MINFIN-HS SERUM,1,123
GLUXIT-PRO TAB,2,101
ANTI ACNE SERUM ( REVLUK UAE ),2,463
REEYE UNDER EYE CREAM,2,169
CLESTRETCH ANTI STRETCH MARK CREAM,2,468
GLOLUK FACE WASH,3,217
AZEE 500MG TAB,4,303
DALACIN C 150MG CAP.,1,228
NIZER GEL,1,295
GIRAFT SYP,1,408
PREDMET EYE DROP,1,359
SITANORM 50MG TAB,2,452
AZULIX 0.5 MF TAB,2,231
HYSOFT GEL,1,443
ACKNOTIN 3 TAB,1,201
JVBONE TAB,1,79
MCLAZIDE-M 30 XR,6,234
TAZAR 4.5 MG INJ,10,389
DERIPHYLLIN JR SYP,5,212
BISMET G 5/500 MG TAB,26,252
FLUCOS LOTION 60ML,1,145
CELEVIDA EN VANILLA POWD,1,393
CEFDOT-200 TAB,10,467
DERIPHYLLIN-DX SYP,5,259
CARDIVAS 6.25MG TAB,20,153
SIPHENE 100MG TAB,5,466
OLEANZ-5 TAB,4,148
ZEPTOL 100MG TAB,1,374
CETAPHIL MOISTU LOTION 500ML,2,477
GLUCON-D ALL ,28,107
DIZIRON D TAB,1,447
REMOZEN MV 1000 TAB,1,319
PIONORM-M 15 TAB,1,238
UV DOUX FACE CLEANSER 125ML,1,498
HERNAFIL TAB,2,417
VOLPAN-40MG TAB,1,70
EVER YUTH WALNUT <S> 45GM,1,166
ROOTGAIN HAIR SERUM,1,372
PENSLIDE TAB,5,190
SUCRAFIL O GEL SUSPENSION (200ML),2,436
SPORIDEX-AF 750 MG TAB,2,407
DOLASIAN-650 MG TAB,37,258
ITRAFED 100 MG TAB,18,290
SITASON-M 50/500 MG TAB,2,420
ESMONEX-40 MG TAB,20,485
ATORSIAN-40 MG TAB,40,86
TELMASIAN-40 MG TAB,23,451
ATORSIAN-20 MG TAB,18,338
FEBUTAB 40 MG TAB,6,464
ATORSIAN-10 MG TAB,18,349
ESMONEX-DSR CAP,22,120
DUOVIR TABLET <60 TAB>,1,297
ZOCEF 24G/30ML DRY SYP,1,101
SUCRAFIL SUSP <200ML>,3,453
SUNBAN ULTRA PRO GEL,1,440
SITALONG M-50/500 TAB,1,367
CYBLEX D 30 XR TAB,1,55
PILORUTE-EP TAB,2,396
TAXIM-O DT 100MG TABLET,2,232
LIVER 7G TAB BOTTLE,7,187
AZTOR 20MG TAB,3,431
SHELCAL 500MG TAB BOTTLE,2,140
AMPILOX D.S. TAB.,1,43
EXAMINATION GLOVES <NL>,2,185
SINAREST-AF SYRUP,7,312
SEROFLO 250MCG ROTACAPS,2,262
SEROFLO 100MCG ROTACAPS,2,480
FORACORT G SYNCHROBREATHE,1,454
SALLAKI TAB 60 BOTTEL,4,358
DENTE 91 TOOTHPASTE,1,321
SIOOXY  SOFT GEL CAP,2,248
SITARA-M 100/1000 MG TAB,5,385
BACTOMIN 750 MG TAB,1,400
INSOMNIA TAB BOTTLE,3,65
UV DOUX MINERAL SPF 50 SUNSCREEN 50 GM,1,290
EUREPA 0.5MG TABLET,6,457
TOZAAR-H TABLET,2,136
LIPICARD 200MG CAP,3,448
EVERYUTH ALL ,222,324
PALMIRISE CAP,2,454
VOGLINORM GM 2/0.3 TAB,2,36
BEMZIRE-EZ TAB,1,110
ROSUSIAN-10 TAB,19,131
ROSUSIAN-20 TAB,10,425
CLIPDINE-10 TAB,18,358
DISPO SYRINGE 5CC/WITH NEEDLE <BD>,21,342
DISPO SYRINGE 20CC WITH NEEDLE BD,6,100
DISPO SYRINGE 50CC <B.D>,2,14
DISPO SYRINGE 2CC W.N#B.D ,20,332
COVAMLO TABLET.,4,178
TOPAMAC 25MG TABLET,4,109
CLARIBID 500MG TAB,2,154
REVLIN-D 75/20 TAB,6,144
M-SYS CREAM ,1,11
RABASIAN 20 TAB,21,11
CARLOC 3.125MG TAB,6,370
ROSUSON-40 TAB,4,113
GATE-DM EYE DROPS,1,89
ATORVA 20MG TAB,8,218
VILDASIAN-50 MG TAB,23,324
FERIS-XT TOTAL TAB,5,171
EMPABITE M 12.5/500,2,91
EMPAGREAT S 25MG TAB  ,2,272
TENOLOL 12.5 MG TABLET,3,175
TIDILAN RETARD TABLET,4,494
FOL-5 TABLET,1,488
STREAX HAIR SERUM 75ML,1,61
STREAX HAIR SERUM 90ML ,4,179
MOTINORM DT-10MG TABLET,2,115
PRIMODIL 5MG TABLET,2,17
PRIMODIL-AT TABLET,7,344
RENERVE PFS INJECTION,3,144
TOBRAWIN-LP EYE DROP,1,180
FLUTIWAYS NASAL SPRAY,1,329
TELMASIAN H TAB ,20,18
SOVENTUS DX 12 SYP,1,357
AZTOR EZ 40 MG TAB,1,341
TORVATE 200 MG TAB,6,497
EMPAGREAT 25MG TAB ,2,383
AZISIAN 250 TAB,48,398
CARTIGEN TABLET,1,138
CARCA-6.25MG TABLET,2,253
ZENFLOX EYE/EAR DROP,2,423
TRAVORAL MOUTH PAINT ,1,497
AGEPAUSE FACE SERUM RETINOL 2%,1,127
DAPARYL-M 5/1000 TAB,5,405
MYTIFLAM KT TABLET,2,244
EMPAGLYN 10 TAB,3,28
GLIMIPREX SM FORTE 2 TAB,2,442
WELLGROW TAB,1,32
ENCORATE CHRONO 300MG TAB,5,395
OLEANZ 2.5MG TAB,3,251
COVERSYL 2MG TABLET,4,115
CLONOTRIL 0.5MG TABLET,3,193
EUREPA 2MG TABLET,3,178
DB 10MG TAB,1,332
EXTRALUBE EYE GEL,1,398
ULPAN RFT SYP,1,244
SOMU-PLUS TAB,5,428
SERTA (25MG),5,289
LOETTE TABLET,2,55
RABASIAN-D CAP,25,180
OXYDEX SYP,2,105
F3-XT TAB ,3,152
WHITOLYN DS OINT ,1,249
SUNLOC SPF 50+ SUNSCREEN GEL,1,160
PANRET-40 MG TAB,3,220
LIPIROSE-CV 10 MG TAB,2,224
AZITHRAL LIQUID 200* 15ML,1,449
AMBRODIL PLUS SYRUP 100 ML,1,127
MYOSTAAL LINIMENT <60ML>,1,275
GYNEDOL SYRUP,2,232
XL-90 PLUS EXPECTORANT,1,275
DENZPERZ TAB,1,407
URTIPLEX TABLET,1,393
LIVOMYN SYRUP <450ML>,1,80
GIZTHRO-500 TAB,1,87
HUNGREE SYRUP MANGO FLAVOUR 200 ML,1,48
HAIRBORN TAB,22,87
BRILANTE MAX SERUM,1,23
CEFTAS O TAB,1,59
SITAMAX-D 10/100MG TAB,2,84
BUTADRYL SYP,1,146
ROSYCAP 5MG TAB,2,198
CORAL CALCIUM D3 SUSP ,2,141
OCUVIR SKIN CREAM 5 GM TUBE,1,358
PROTUSSA SYRUP <60ML>,1,78
ITROZORB TAB,1,223
STAMLO BIS 5MG TAB,3,218
STOLIN-R ACTIVE GUM CARE TOOTHPASTE,2,222
PANSA 40MG TAB,1,198
REVOPAN 40 TAB,2,259
CARMICIDE DROPS,1,470
VIVADAPA-L TAB,4,153
LOBATE-S CREAM,1,29
AYURVEL SACHET,1,101
MOTINORM DROPS,1,348
FLUCORT-N CREAM,1,213
FLUCORT - H CREAM,1,197
VILDASIAN M TAB,14,403
GIZKUF D SYP,6,221
VERTIN 16 10S,4,248
FIBRODONE 400 MG TAB,3,21
KERALEO-MAX HAIR SERUM,1,177
LEVANIB-4 MG TAB BOTTLE,1,295
NOVABRAD 15 TAB ,3,84
MACFAST FORTE SYP,1,305
LABETAMAC TAB,1,441
ODN SYP,3,384
PRO-PL POWDER CHOC*400G,2,333
NICIP TABLET,25,137
AMLOVAS T 40 MG TAB,4,474
ANAFORTAN N TAB,1,211
PUNARNAVA TAB BOTTLE,1,99
MYOCOM D TAB,1,467
FERTILIX OVA TAB,1,167
GLIMIPREX MF FORTE 2 TAB 2/1000,2,146
LORINOL-10 MG TAB,1,145
IBUHELGESIC-PLUS SYP,6,449
BISONEXT T 2.5 MG TAB,4,285
GLUCOBAY-25MG TABLET,6,428
METOCAL-PLUS TAB ,4,299
THIOX GEL 30G,1,391
NIMSTRU P 325 TAB,1,49
VONOQUENCH-20 MG TAB,1,233
OXIRAY TAB,1,428
LAMITOR OD 200MG TAB ,3,394
EYELET EYE DROPS ,1,91
NOVOFINE 0.3*8MM NEEDLE,183,386
CLINICAL SPIRIT 400ML #ASHWIN,2,372
EUCALYPTUS OIL*ASHW*100ML,2,404
JALRA-DP 50/5 MG TAB,1,334
NASAL CANNULA <PED>,3,292
LASMA-LC KID SYP 60ML,1,145
GABCAP NT TAB ,3,449
KIDNEY STONE TAB BOTTLE,5,196
ETOXYFLAM MR TAB,3,272
ROSULESS EZ 20/10MG TAB,4,34
POLIEXAR CAP,1,161
COSMOQ CONDITIONER,1,280
KANAKASAV  *BYD*    455ML,2,119
KHO-GO 100 PILLS,7,89
ADUSOL SYP <AJANTA> 100ML,1,463
MAHAYOGRAJ GUGGUL 40,1,399
SALTCAL D TAB ,1,18
STATPURE-F 20 TAB,3,349
UDIWOK-150MG TAB,3,442
NERVMAX-D 50/20MG TAB,2,36
EASIFLOW CAP,9,173
CALASIAN-500MG TAB,36,217
DACGEM TAB,30,372
EVABON 400 CAP,3,276
PARASIAN P TAB,28,246
D-ASIAN 60K CAP,52,231
APSARA COTTON HOSPITAL SIZE,6,465
ORROF XT CAP,17,108
LEVETRIM 500 TAB,14,470
DISPOSABLE NEEDLE<18*1.5>,14,11
DISPO SYRINGE 10CC WN *BD,53,185
ELTROXIN 50MCG TABLETS,4,38
FLUVOXIN 50 TABLETS,1,145
TROYCAL CT CAP,9,296
ZYCOLCHIN TAB,1,311
B-PROTIN POWD ( 200GM ) VANILLA,1,37
AMLOZAAR TABLET,2,495
EUCALYPTUS OIL 50ML #ASHWIN,2,324
DESOWEN LOTION 0.05%,1,419
ROBINAXOL TABLET,1,482
LOSAR-A TABLETS,3,294
RESTASIS 0.05% EYE DROP,1,260
PHOTOSTABLE ACNE SUNSCREEN GEL SPF 55+,1,329
GLYCOQUIC PULMULES,21,34
HATRIC 2.5MG SYP ,2,319
MIXTARD 30 HM CARTRIDGE,32,88
ORNI 500MG TABLET,1,212
LOYZIDE M 80MG ,2,423
VALLEYSURE FIBRE POWD,1,157
CARNISURE INJ,3,367
CLARINA CREAM,1,157
PURIM TABLETS,1,430
OLIZA-5 TABLETS,2,317
SALBAIR-I TRANSHALER ( 200MD ),1,339
RAASTEL BETA 25 TAB,4,34
FOURDERM 10GM CREAM,5,446
AZEE 200 REDIUSE SUSPENSI,2,231
PREGNACREME CR,1,47
FAMOCID 40MG TAB,4,235
SUPRACAL TABLETS,4,253
OROHEALTH TOOTHPASTE,1,137
DUOLIN INHALER 200 METRD,3,211
RECOFAST PLUS SUSPENSION,2,335
CEFADROX 500MG TABLET STRIP OF 10 TABLETS,2,485
FOURTS B TABLETS,1,59
CHESTON COLD TABLET (1 BOX OF 25 STRIPS),189,236
PANTODAC 20 TABLETS,1,490
MULTIVITE FM CALPSULES,1,226
DAPANOVA L TAB ,1,289
EMPASHIELD S 10/100,3,455
BRILTA-90 MG TAB,20,398
KETORMAX-DT TAB,9,477
PANTOCID 20MG TABLET,1,161
VALPARIN CHRONO 500 TAB.,2,96
DUOLIN ROTACAPS,3,402
PENTASURE VANILLA POWDER 1KG,2,219
PREGABA GEL,1,330
TENDOVIR TAB,19,478
AUGMENTIN 375 TABLETS,1,215
AUGMENTIN 625 DUO TABLETS,6,326
UDIHEP TABLETS,1,352
KETOGATE EYE DROP,1,109
SPERCUS TAB,1,286
FLUVOXIN 100 TABLETS,3,331
PRAZOPRESS XL 2.5 MG TAB,3,155
PRAZOPRESS XL 5MG TABLET,4,276
ANTOXID HC CAPSULES,2,299
URIHOLD 50MG TAB,3,13
RINILACT CAP,10,291
TOPAMAC 50MG TABLETS,6,86
AMLYCURE D.S. CAPSULES,2,444
NEERI TABLET 30 TAB # AIMIL,9,38
PIOGLAR-15 TABLETS,2,96
RISDONE SYRUP 60ML,1,275
TG-TOR 10MG TABLET,6,106
ICE GEL 25GM,1,208
OTOLIN DX EAR DROP ,1,311
GLYMAX OC SEBUM REGULATING MOIST,1,378
NERVIQUE PLUS CAP,2,125
VOGLISTAR-GM 2/0.3,1,297
OMEEDAY D CAP,30,362
CEFGIZ-200 TAB,20,377
EUREPA-1 TABLETS,3,358
KUFFREE-D CAP,5,107
LOXOF-500MG TABLET,1,281
VI-SYNERAL-Z DROPS 15ML ,2,331
VENLOR-XR75 CAPSULES,2,38
OTRIVIN S NASAL SOLUTION,5,389
GLYNASE XL-5 TABLETS,2,362
GLYNASE XL-10 TABLETS,3,386
XMET-500MG TABLETS,1,363
DEPO-PROVERA 150 INJ.,1,294
VENLOR-XR 37.5 CAPSULES,26,10
CIPCAL 250MG TABLET#PACK OF 10 STRIPS X 30 TAB,1,298
MELALUMIN FACE WASH ,1,395
EPILEX CHRONO 200 TABLETS,4,142
EPILEX CHRONO 300 TABLETS,11,159
EPILEX CHRONO 500 TABLETS,4,83
CETADOM TABLETS,1,104
DIAMICRON MR TABLETS,6,431
ZEROSTAT SPACER,1,308
VALPARIN CHRONO 200 TAB.,3,283
